Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,mileage_num,engine_num,power_num,Brand,Model
Hyderabad,2018,5456,Diesel,Manual,First,5,7.88,8.65,28.4,1248,74,maruti,swift
Pune,2017,7500,Petrol,Automatic,First,5,6.14,5,23.1,998,67.04,maruti,celerio
Delhi,2011,66000,Diesel,Manual,First,7,18.865,5.5,15.1,2179,140,mahindra,xuv500
Jaipur,2010,66770,Petrol,Manual,Second,5,10.25,2.6,20.36,1197,78.9,hyundai,i10
Kochi,2014,58472,Petrol,Manual,First,5,10.25,3.41,19.81,1086,68.05,hyundai,i10
Kolkata,2011,46687,Petrol,Manual,First,5,7.3,2.7,22,1197,81.8,maruti,dzire
Chennai,2008,77000,Petrol,Automatic,Fourth & Above,5,7.88,5.5,9.7,1995,163.5,maruti,grand
Kolkata,2012,7000,Petrol,Automatic,First,4,53.14,35,14.33,1984,226.6,audi,tt
Mumbai,2011,48000,Petrol,Automatic,Second,5,49.49,9.75,14.74,1991,184,mercedes-benz,new
Mumbai,2013,47000,Diesel,Manual,First,5,11.33,4.25,21.64,1461,84.8,nissan,sunny
Ahmedabad,2015,51530,Petrol,Manual,First,5,5.51,3.2,18.9,998,67.1,maruti,wagon
Bangalore,2014,25789,Diesel,Manual,Second,5,7.88,6.85,23.4,1248,74,maruti,swift
Delhi,2015,48000,Diesel,Manual,First,5,8.54,4.5,25.8,1498,98.6,honda,amaze
Delhi,2012,52000,Diesel,Manual,First,5,7.88,3.55,28.4,1248,74,maruti,swift
Hyderabad,2010,95637,CNG,Manual,Second,5,10.25,1.9,13.2,1495,93.7,hyundai,accent
Hyderabad,2008,131000,Diesel,Manual,First,7,18.865,3.6,10.5,2609,120,mahindra,scorpio
Kochi,2015,42076,Diesel,Automatic,First,5,86.97,21.8,13,2143,201.1,mercedes-benz,e-class
Mumbai,2012,76000,Diesel,Manual,Second,7,37.17,13.5,13,2982,168.5,toyota,fortuner
Bangalore,2016,20487,Petrol,Manual,First,5,4.37,2.66,22.7,799,53.64,datsun,redi-go
Delhi,2010,43000,Petrol,Manual,Second,5,13.58,3.75,16.8,1497,116.3,honda,city
Pune,2018,17000,Petrol,Automatic,First,5,40.62,32,19.16,2494,158.2,toyota,camry
Coimbatore,2016,60805,Diesel,Manual,First,5,13.58,8.07,26,1498,98.6,honda,city
Kochi,2012,58775,Diesel,Manual,First,5,10.15,5.64,19.33,1968,138.1,volkswagen,jetta
Hyderabad,2013,70181,Diesel,Automatic,First,5,67.1,23.99,17.68,1968,174.33,audi,a6
Coimbatore,2016,85827,Diesel,Manual,First,7,11.27,7.5,20.77,1248,88.76,maruti,ertiga
Jaipur,2016,58205,Diesel,Automatic,First,5,49.49,27,19.27,2143,167.62,mercedes-benz,new
Mumbai,2008,91000,Diesel,Manual,Second,5,7.88,2.85,19.3,1248,73.9,maruti,swift
Pune,2012,74000,Diesel,Manual,First,5,15.05,6.35,19.01,1461,108.45,renault,duster
Hyderabad,2010,79324,Diesel,Manual,First,5,7.88,3.3,21.1,1248,73.9,maruti,ritz
Bangalore,2013,38623,Petrol,Manual,First,5,7.88,5,19.1,1197,85.8,maruti,swift
Coimbatore,2014,59923,Diesel,Manual,First,5,7.88,6.46,22.9,1248,74,maruti,swift
Jaipur,2017,23360,Petrol,Manual,First,5,10.25,3.75,21.1,814,55.2,hyundai,eon
Kochi,2003,61495,Petrol,Manual,Third,5,7.88,1.52,17.3,993,60,maruti,zen
Coimbatore,2012,56661,Petrol,Manual,First,7,4.98,3.61,15.1,1196,73,maruti,eeco
Coimbatore,2017,40318,Diesel,Automatic,First,5,53.14,43.74,14.16,1968,174.3,audi,q5
Chennai,2014,60000,Diesel,Automatic,First,5,44.8,20,15.73,1968,174.33,audi,q3
Pune,2008,103000,Diesel,Automatic,Second,2,11.3,3,,799,,smart,fortwo
Hyderabad,2010,130000,Diesel,Manual,First,5,7.88,3.65,19.3,1248,73.9,maruti,swift
Mumbai,2013,20000,Diesel,Manual,First,10,7.63,5.25,14.07,1978,83.1,tata,sumo
Hyderabad,2016,76000,Diesel,Automatic,First,7,55.07,58,15.97,2993,258,bmw,x5
Mumbai,2015,30000,Petrol,Automatic,First,5,15.29,8.65,18,1497,117.3,honda,city
Delhi,2015,150000,Diesel,Manual,First,5,7.63,2.5,25,1396,69.01,tata,indigo
Chennai,2014,28000,Petrol,Automatic,First,5,13.23,7.75,16.93,1197,103.6,volkswagen,vento
Bangalore,2015,74000,Petrol,Manual,First,5,5.87,4.15,23.1,998,67.04,maruti,celerio
Delhi,2011,75000,Diesel,Manual,First,7,37.17,10.85,11.5,2982,171,toyota,fortuner
Delhi,2010,76000,Petrol,Automatic,Second,5,33.21,5.53,11.3,2360,170,mitsubishi,outlander
Pune,2014,64889,Diesel,Automatic,First,5,10.15,11.5,15.5,1896,105,volkswagen,jetta
Hyderabad,2010,10000,Petrol,Manual,First,2,136,40,9,3436,,porsche,cayman
Kolkata,2015,43000,Diesel,Manual,First,5,16.06,9.25,19.67,1582,126.2,hyundai,creta
Pune,2011,47490,Petrol,Manual,First,5,25.83,2.29,17.5,1198,75,skoda,fabia
Chennai,2015,80000,Diesel,Manual,First,5,11.685,7,22.77,1498,98.59,ford,ecosport
Bangalore,2007,60000,Petrol,Manual,Second,5,7.88,1.65,18.2,1061,64,maruti,zen
Ahmedabad,2017,6006,Petrol,Manual,First,5,11.11,8.25,20.73,1373,91.1,maruti,ciaz
Kochi,2011,71703,Petrol,Automatic,First,5,49.49,9.14,14.74,1991,181.03,mercedes-benz,new
Hyderabad,2016,33000,Petrol,Manual,First,5,8.54,6.5,17.8,1198,86.7,honda,amaze
Kolkata,2012,60000,Diesel,Manual,First,5,8.525,2.95,23.59,1364,,toyota,etios
Jaipur,2015,91000,Diesel,Manual,First,5,15.05,5.75,19.87,1461,83.8,renault,duster
Hyderabad,2012,72000,LPG,Manual,First,5,5.51,2.85,26.2,998,58.2,maruti,wagon
Kolkata,2011,43000,Petrol,Manual,Second,5,10.15,2.1,16.47,1198,73.9,volkswagen,polo
Coimbatore,2017,63770,Diesel,Manual,First,5,16.06,13.55,19.67,1582,126.2,hyundai,creta
Kolkata,2012,43510,Diesel,Automatic,First,5,69.675,20.5,14.74,2993,270.9,jaguar,xf
Mumbai,2017,52000,Diesel,Manual,First,5,24.26,20,16.3,1956,170,jeep,compass
Kochi,2018,31427,Diesel,Automatic,First,5,75.12,59.72,15.68,1999,177,land,rover
Kolkata,2016,29000,Diesel,Manual,First,5,9.53,6.5,27.39,1248,74,maruti,baleno
Ahmedabad,2016,56000,Diesel,Manual,First,5,11.11,7.5,28.09,1248,88.5,maruti,ciaz
Jaipur,2007,76000,Petrol,Manual,Second,5,7.88,2.15,15,1586,104.68,maruti,sx4
Coimbatore,2015,53615,Diesel,Manual,First,5,21.77,8.44,22.7,1582,126.24,hyundai,elantra
Bangalore,2013,132000,Diesel,Manual,First,7,34.6,12.49,13.5,2477,175.56,mitsubishi,pajero
Pune,2017,14800,Petrol,Manual,First,5,9.295,5.48,17,1198,73.75,volkswagen,ameo
Hyderabad,2013,35433,Petrol,Manual,First,5,7.88,4.2,18.5,1197,85.8,maruti,ritz
Hyderabad,2013,82966,Diesel,Manual,First,5,14.255,7.2,16.8,1493,110,hyundai,verna
Jaipur,2014,96000,Diesel,Manual,First,5,7.88,4.8,23.4,1248,74,maruti,swift
Kochi,2017,39528,Diesel,Manual,First,6,7.88,5.83,25.32,1198,77,mahindra,kuv
Coimbatore,2018,92056,Diesel,Manual,First,7,26.45,18.39,13.68,2393,147.8,toyota,innova
Pune,2016,14930,Petrol,Manual,First,5,8.8,5.85,21.4,1197,83.1,maruti,baleno
Mumbai,2016,38000,Diesel,Manual,First,5,11.15,6.21,27.3,1498,98.6,honda,jazz
Delhi,2013,71000,Petrol,Manual,First,5,10.25,3.65,17,1197,80,hyundai,i20
Delhi,2012,71000,Diesel,Manual,First,5,10.25,3.7,23,1396,90,hyundai,i20
Pune,2015,50000,Diesel,Automatic,First,5,49.49,30,19.27,2143,167.62,mercedes-benz,new
Kochi,2016,48163,Petrol,Manual,First,5,8.23,4.85,19.1,1197,82,hyundai,xcent
Coimbatore,2017,19168,Petrol,Automatic,First,5,7.45,6.93,18.9,1197,82,hyundai,grand
Kolkata,2016,26000,Petrol,Manual,First,5,4.36,2.6,22.74,796,47.3,maruti,alto
Kolkata,2014,37400,Petrol,Manual,First,5,11.3,1.89,18.2,1199,82.5,chevrolet,sail
Mumbai,2018,8682,Diesel,Automatic,First,5,52.26,39.5,,1950,194,mercedes-benz,c-class
Mumbai,2012,95000,Petrol,Automatic,First,5,33.36,10,13.7,1798,157.75,skoda,superb
Kolkata,2009,34000,Diesel,Automatic,First,5,53.14,9.95,16.55,1968,147.51,audi,a4
Mumbai,2014,95000,Diesel,Manual,Second,8,24.01,9.45,12.8,2494,102,toyota,innova
Coimbatore,2017,13689,Diesel,Automatic,First,5,43.07,28.25,17.9,2143,136,mercedes-benz,cla
Jaipur,2008,84000,Petrol,Manual,Second,5,10.25,1.8,19.81,1086,68.05,hyundai,i10
Kolkata,2008,47000,Petrol,Manual,Second,5,7.88,1.4,17.5,1298,85.8,maruti,swift
Ahmedabad,2015,60001,Diesel,Automatic,First,5,14.22,7.25,21.66,1498,103.52,skoda,rapid
Hyderabad,2012,96000,Diesel,Manual,First,5,7.88,3.6,21.1,1248,73.9,maruti,ritz
Jaipur,2004,47300,Petrol,Manual,Second,5,10.25,1.2,14.4,1599,94,hyundai,accent
Coimbatore,2014,28246,Petrol,Manual,Second,5,8.54,4.94,17.8,1198,86.7,honda,amaze
Delhi,2007,65000,Petrol,Manual,Second,5,5.51,1.25,18.9,998,67.1,maruti,wagon
Chennai,2013,68000,Diesel,Manual,Second,5,10.15,4.8,22.07,1199,73.9,volkswagen,polo
Kochi,2019,11209,Diesel,Automatic,First,7,35.29,31.15,12.62,2198,158,ford,endeavour
Pune,2011,41980,Petrol,Manual,Second,5,10.25,3.3,17,1197,80,hyundai,i20
Bangalore,2012,65000,Diesel,Manual,First,5,11.3,2.4,25.44,936,57.6,chevrolet,beat
Kolkata,2010,38000,Petrol,Manual,First,5,13.58,2,14.8,1799,130.2,honda,civic
Pune,2014,51000,Petrol,Manual,First,5,5.51,3.1,20.51,998,67.04,maruti,wagon
Kochi,2014,33855,Petrol,Manual,First,5,14.22,5.09,15,1598,103.6,skoda,rapid
Pune,2006,146000,Petrol,Manual,Second,5,8.8,1.05,15.4,1590,94,maruti,baleno
Bangalore,2015,47037,Diesel,Manual,Second,5,11.685,7,22.77,1498,98.59,ford,ecosport
Ahmedabad,2010,58000,Petrol,Manual,Second,5,10.25,2.5,13.2,1495,94,hyundai,accent
Mumbai,2012,61240,Diesel,Automatic,First,5,70.43,17.5,22.48,1995,190,bmw,5
Chennai,2011,91211,Petrol,Manual,First,5,4.36,2.1,20.92,998,67.1,maruti,alto
Bangalore,2013,84000,Diesel,Automatic,First,5,44.8,17.75,15.73,1968,174.33,audi,q3
Mumbai,2008,64226,LPG,Manual,First,5,5.51,1.45,17.3,1061,57.5,maruti,wagon
Bangalore,2005,67000,Petrol,Automatic,Second,5,21.085,2.45,11.3,1794,125,toyota,corolla
Pune,2011,106976,Diesel,Automatic,First,5,45.67,13.8,13.5,2400,215,volvo,xc60
Kolkata,2016,27210,Diesel,Manual,First,5,9.6,5.85,27.3,1498,98.6,honda,jazz
Delhi,2017,26322,Diesel,Manual,First,5,11.11,8.9,28.09,1248,88.5,maruti,ciaz
Mumbai,2016,9107,Petrol,Manual,First,5,7.88,5.15,20.4,1197,81.8,maruti,swift
Kochi,2015,63983,Diesel,Automatic,First,5,49.49,16.56,19.27,2143,170,mercedes-benz,new
Chennai,2010,134000,Petrol,Manual,Second,5,5.51,1.65,18.9,1061,67,maruti,wagon
Pune,2015,11000,Petrol,Automatic,First,5,34.63,16,15.5,1595,120.7,mercedes-benz,a
Pune,2008,93000,Petrol,Manual,First,5,4.55,1.45,,1086,62,hyundai,santro
Coimbatore,2017,24852,Diesel,Automatic,First,5,7.88,8.08,26.59,1248,74,maruti,swift
Pune,2014,37632,Petrol,Automatic,First,5,7.45,4.5,18.9,1197,82,hyundai,grand
Chennai,2013,55000,Petrol,Manual,Second,5,11.33,4.3,16.95,1498,97.7,nissan,sunny
Hyderabad,2010,81448,Petrol,Manual,First,5,7.88,2.6,19,998,66.1,maruti,a-star
Hyderabad,2018,1900,Petrol,Manual,First,5,4.8,4.45,25.17,799,53.3,renault,kwid
Coimbatore,2012,54957,Petrol,Automatic,First,5,14.255,5.37,17.1,1591,121.4,hyundai,verna
Chennai,2008,55000,Petrol,Manual,Second,5,5.51,1.75,18.9,1061,67,maruti,wagon
Kolkata,2013,21983,Diesel,Automatic,First,5,54.43,16.5,18.88,1995,184,bmw,3
Delhi,2013,76000,Diesel,Automatic,First,5,67.87,19,18.48,1995,177,bmw,5
Jaipur,2016,65000,Diesel,Manual,First,5,7.63,2.8,25,1396,69.01,tata,indigo
Hyderabad,2015,26000,Diesel,Manual,First,5,10.25,6.2,22.54,1396,88.73,hyundai,i20
Kochi,2019,11571,Petrol,Manual,First,8,7.88,3.8,16.8,796,34.2,maruti,omni
Hyderabad,2014,81000,Diesel,Manual,First,5,7.88,6.1,25.2,1248,74,maruti,swift
Coimbatore,2019,23154,Diesel,Manual,First,5,12.12,11.65,23,1498,98.96,ford,ecosport
Mumbai,2014,26856,Petrol,Automatic,First,5,6.62,4.15,16.5,1198,86.8,honda,brio
Chennai,2017,67489,Diesel,Manual,First,7,19.37,16.5,13.68,2393,147.8,toyota,innova
Bangalore,2008,176000,Diesel,Manual,Second,8,18.865,4.3,10.5,2179,120,mahindra,scorpio
Kolkata,2010,18000,Petrol,Manual,First,5,10.25,2.25,18.5,1197,80,hyundai,i20
Ahmedabad,2014,63003,Diesel,Manual,First,5,14.255,6.75,22.32,1582,126.32,hyundai,verna
Chennai,2014,80000,Diesel,Manual,First,7,18.865,9.4,15.1,2179,140,mahindra,xuv500
Coimbatore,2014,56658,Diesel,Manual,First,5,12.14,5.39,20.64,1498,108.5,volkswagen,vento
Kochi,2019,18592,Diesel,Manual,First,5,7.88,8.51,26.59,1248,74,maruti,swift
Pune,2010,75695,Petrol,Manual,First,5,7.63,1.85,13.7,1368,88.8,tata,manza
Kolkata,2012,82000,Diesel,Manual,Second,5,7.88,2.5,22.9,1248,74,maruti,swift
Chennai,2013,60000,Diesel,Manual,First,5,10.15,4.75,22.07,1199,73.9,volkswagen,polo
Pune,2009,138000,Petrol,Manual,Second,5,13.58,3.5,17,1497,118,honda,city
Bangalore,2014,67000,Diesel,Manual,First,5,10.25,5.5,23,1396,90,hyundai,i20
Coimbatore,2012,42750,Petrol,Manual,First,5,13.58,6.33,17,1497,118,honda,city
Kochi,2014,52398,Diesel,Manual,First,5,11.3,2.47,25.44,936,57.6,chevrolet,beat
Kochi,2014,36657,Petrol,Manual,First,5,11.3,3.3,16.2,995,62.1,chevrolet,spark
Delhi,2011,77000,Diesel,Manual,Second,7,7.63,3.5,11.57,2179,138.1,tata,new
Delhi,2014,85000,Diesel,Automatic,First,7,49.49,38.75,11.3,2987,254.8,mercedes-benz,gl-class
Pune,2008,112500,Diesel,Automatic,First,5,67.87,7.99,11.5,2993,235,bmw,5
Kochi,2013,105072,Diesel,Manual,First,7,36.69,13.28,14.24,2755,174.5,toyota,fortuner
Pune,2012,80000,Petrol,Automatic,First,5,48.18,9.5,11.25,1995,150,bmw,x1
Kochi,2019,3102,Diesel,Manual,First,5,15.05,14.01,20.37,1461,108.45,renault,captur
Coimbatore,2016,14656,Diesel,Manual,First,5,8.23,6.99,24.4,1120,71,hyundai,xcent
Hyderabad,2010,105000,Diesel,Automatic,Second,5,54.43,11,13.2,1995,170,bmw,3
Hyderabad,2008,61000,Petrol,Automatic,Second,5,67.87,11,10.8,2497,215,bmw,5
Pune,2010,85046,Petrol,Manual,Second,5,9.47,2.3,18.06,1198,75,nissan,micra
Delhi,2014,48000,Diesel,Automatic,First,5,69.675,26.5,16.36,2179,187.7,jaguar,xf
Bangalore,2011,55000,Diesel,Automatic,First,7,120,67,10.2,4367,308,land,rover
Mumbai,2017,4000,Petrol,Automatic,First,5,23.68,17.75,16,1368,160,jeep,compass
Delhi,2010,94000,Petrol,Automatic,Second,5,33.51,4.8,10.1,2354,152,honda,cr-v
Coimbatore,2013,61110,Petrol,Manual,First,5,7.88,4.57,18.6,1197,85.8,maruti,swift
Chennai,2016,80000,Diesel,Manual,First,5,8.23,3.5,24.4,1120,71,hyundai,xcent
Kochi,2015,43190,Diesel,Manual,First,5,16.65,7.61,19.01,1461,108.5,nissan,terrano
Hyderabad,2015,45000,Diesel,Automatic,First,5,55.61,25,18.25,1968,187.74,audi,a4
Coimbatore,2016,44178,Petrol,Manual,First,5,7.45,5.88,18.9,1197,82,hyundai,grand
Hyderabad,2015,84415,Diesel,Manual,First,8,24.01,13.5,12.99,2494,100.6,toyota,innova
Kolkata,2015,35000,Petrol,Manual,First,5,10.25,4.6,18.5,1197,80,hyundai,i20
Kolkata,2013,44000,Diesel,Manual,First,5,11.685,4.9,22.77,1498,98.59,ford,ecosport
Hyderabad,2012,67635,Petrol,Manual,First,5,13.58,5.25,17,1497,118,honda,city
Coimbatore,2018,18385,Petrol,Automatic,First,5,14.1,12.41,14.8,1497,121.36,ford,ecosport
Kolkata,2014,35000,Diesel,Manual,First,5,10.15,3.8,22.07,1199,73.9,volkswagen,polo
Mumbai,2010,49000,Diesel,Automatic,First,5,49.49,8.95,19.27,2143,170,mercedes-benz,new
Hyderabad,2013,69000,Diesel,Manual,First,5,11.685,7.2,22.7,1498,89.84,ford,ecosport
Hyderabad,2017,23228,Petrol,Manual,First,5,7.63,4.5,14.4,1396,65,tata,indigo
Delhi,2014,68462,Diesel,Manual,First,5,7.88,4.15,26.59,1248,74,maruti,swift
Coimbatore,2016,74611,Diesel,Manual,First,5,13.26,7.94,25.1,1248,88.5,maruti,s-cross
Pune,2014,90000,Diesel,Manual,First,5,15.05,7.25,19.01,1461,108.45,renault,duster
Delhi,2016,22000,Petrol,Manual,First,5,5.51,3.7,18.9,998,67.1,maruti,wagon
Hyderabad,2010,58163,Petrol,Manual,First,5,4.55,2.45,,1086,62,hyundai,santro
Chennai,2011,109500,Diesel,Manual,Third,5,11.3,1.5,25.44,936,57.6,chevrolet,beat
Delhi,2017,13363,Diesel,Manual,First,7,18.865,12,16,1997,140,mahindra,xuv500
Delhi,2012,51000,Petrol,Manual,Second,5,10.25,2.2,19.81,1086,68.05,hyundai,i10
Hyderabad,2007,103000,Diesel,Manual,First,7,7.63,3.6,13.93,2179,138,tata,new
Kolkata,2009,43002,Petrol,Manual,First,5,10.25,1.92,20.36,1197,78.9,hyundai,i10
Bangalore,2016,108000,Diesel,Automatic,First,7,28.05,20.5,11.36,2755,171.5,toyota,innova
Jaipur,2010,82407,Diesel,Manual,First,5,25.83,4.25,17.5,1896,106,skoda,laura
Kolkata,2013,29000,Petrol,Manual,First,5,7.45,3.2,18.9,1197,82,hyundai,grand
Pune,2012,225000,Diesel,Manual,Second,5,8.525,2.6,23.59,1364,,toyota,etios
Kolkata,2014,45000,Diesel,Manual,First,5,7.88,3.85,23.4,1248,74,maruti,swift
Kochi,2010,93401,Diesel,Manual,First,5,10.25,3.48,23,1396,90,hyundai,i20
Hyderabad,2017,95802,Diesel,Manual,Second,5,7.65,4.55,25.83,1498,99,ford,figo
Pune,2016,130000,Diesel,Manual,First,7,11.27,7,25.47,1248,88.5,maruti,ertiga
Ahmedabad,2013,67443,Diesel,Manual,First,7,11.27,5.75,20.77,1248,88.8,maruti,ertiga
Kochi,2016,47681,Petrol,Automatic,First,5,13.58,8.73,16.8,1497,116.3,honda,city
Hyderabad,2009,35000,Petrol,Manual,First,5,4.36,1.7,19.7,796,46.3,maruti,alto
Hyderabad,2016,68000,Diesel,Automatic,First,7,35.29,29.5,10.91,3198,197,ford,endeavour
Kochi,2019,34688,Diesel,Manual,First,5,11.2,10.49,24.3,1248,88.5,maruti,vitara
Kolkata,2015,10512,Petrol,Automatic,First,2,136,64,8.6,2706,265,porsche,boxster
Pune,2016,58000,Diesel,Manual,First,5,7.88,7.55,22.9,1248,74,maruti,swift
Mumbai,2014,40000,Petrol,Manual,First,5,8.56,3.95,17.57,1193,88.7,tata,zest
Bangalore,2010,61000,Petrol,Manual,Fourth & Above,5,10.25,3.25,17,1197,80,hyundai,i20
Mumbai,2009,86000,Diesel,Manual,First,5,25.83,2.75,19.4,1422,70,skoda,fabia
Kolkata,2015,45000,Diesel,Manual,First,5,21.085,7.35,21.43,1364,87.2,toyota,corolla
Ahmedabad,2017,55000,Petrol,Manual,First,5,9.295,4.7,17,1198,73.75,volkswagen,ameo
Kochi,2016,36855,Petrol,Manual,Second,5,16.06,8.77,15.29,1591,121.3,hyundai,creta
Kochi,2013,46821,Petrol,Manual,First,5,10.25,3.42,20.36,1197,78.9,hyundai,i10
Kolkata,2015,120000,Petrol,Manual,First,5,11.3,2.5,18.6,1199,76.8,chevrolet,beat
Kolkata,2012,29000,Diesel,Automatic,First,5,69.675,20,14.74,2993,270.9,jaguar,xf
Mumbai,2014,40000,Petrol,Manual,First,5,16.65,5.25,13.24,1598,102.5,nissan,terrano
Delhi,2013,60000,Diesel,Automatic,Second,5,44.8,14.5,15.73,1968,174.33,audi,q3
Mumbai,2011,64984,Petrol,Automatic,First,5,10.25,3.45,16.95,1197,78.9,hyundai,i10
Pune,2015,73204,Petrol,Automatic,First,5,4.36,3.3,24.07,998,67.1,maruti,alto
Bangalore,2014,50000,Diesel,Automatic,First,7,101.96,51,11.33,4134,335.2,audi,q7
Kolkata,2017,35000,Diesel,Manual,First,5,9.46,6.5,24.3,1248,88.5,maruti,vitara
Hyderabad,2013,17729,Petrol,Manual,First,5,10.25,3.65,21.1,814,55.2,hyundai,eon
Chennai,2012,97000,Diesel,Manual,First,5,12.79,7.25,20,1497,115,mahindra,xuv300
Kochi,2014,89614,Diesel,Manual,First,5,15.57,6.01,22,1582,126.2,hyundai,verna
Kolkata,2015,14000,Petrol,Manual,First,5,5.51,2.8,18.9,998,67.1,maruti,wagon
Chennai,2012,50000,Petrol,Manual,First,5,10.25,4,17,1197,80,hyundai,i20
Delhi,2014,62505,Petrol,Manual,First,5,13.58,5.95,17.4,1497,117.3,honda,city
Chennai,2011,248000,Diesel,Manual,Second,7,24.01,9.2,12.8,2494,102,toyota,innova
Pune,2012,94900,Diesel,Manual,First,5,14.255,5.35,16.8,1493,110,hyundai,verna
Delhi,2017,55000,Diesel,Manual,First,7,19.86,12,17.6,2179,153.86,tata,hexa
Coimbatore,2015,53735,Diesel,Automatic,Second,7,101.96,38.94,12.07,2967,241.4,audi,q7
Coimbatore,2008,53934,Petrol,Manual,Second,5,5.51,2.69,18.9,998,67.1,maruti,wagon
Bangalore,2013,58500,Diesel,Automatic,Second,5,67.87,27.5,17.09,1995,218,bmw,5
Kolkata,2014,48000,Petrol,Manual,First,5,8.54,2.75,18,1198,86.7,honda,amaze
Mumbai,2016,24000,Petrol,Manual,First,5,4.36,2.8,24.7,796,47.3,maruti,alto
Mumbai,2016,52001,Petrol,Manual,First,5,14.255,6.45,17.01,1591,121.3,hyundai,verna
Coimbatore,2018,9565,Petrol,Manual,First,5,6.59,5.88,23.84,1199,84,tata,tiago
Pune,2013,32953,Petrol,Manual,First,5,7.88,4.65,18.6,1197,85.8,maruti,swift
Jaipur,2014,18000,Petrol,Manual,First,5,10.25,2.5,21.1,814,55.2,hyundai,eon
Kochi,2018,20446,Petrol,Automatic,First,5,86.97,51.35,12.6,1950,191.34,mercedes-benz,e-class
Hyderabad,2016,33016,Diesel,Manual,First,5,10.25,6.85,22.54,1396,88.73,hyundai,i20
Chennai,2012,48000,Diesel,Manual,First,5,8.525,5.25,23.59,1364,67.05,toyota,etios
Coimbatore,2014,72022,Diesel,Manual,First,5,21.085,9.23,21.43,1364,87.2,toyota,corolla
Ahmedabad,2014,34000,Diesel,Automatic,First,5,42.12,22,20.7,1496,113.98,mini,cooper
Hyderabad,2014,69000,Diesel,Manual,First,5,10.15,5.19,20.14,1498,88.8,volkswagen,polo
Pune,2009,108000,Petrol,Automatic,First,5,33.36,4.35,13.7,1798,157.75,skoda,superb
Hyderabad,2013,34700,Diesel,Automatic,First,5,86.97,24.5,10,2148,170,mercedes-benz,e-class
Pune,2015,79000,Diesel,Manual,First,5,7.88,5.75,17.8,1248,75,maruti,swift
Kochi,2016,58197,Petrol,Automatic,First,5,13.58,9.19,18,1497,117.3,honda,city
Pune,2008,66000,Petrol,Automatic,Second,5,158,10.75,8.45,2979,321,bmw,7
Bangalore,2009,60000,Petrol,Automatic,First,5,10.25,2.99,19.2,1197,80,hyundai,i10
Kolkata,2014,57000,Diesel,Manual,First,5,7.88,3.89,26.59,1248,74,maruti,swift
Coimbatore,2018,45555,Diesel,Manual,First,5,13.58,11.73,26,1498,98.6,honda,city
Coimbatore,2016,55137,Petrol,Manual,First,5,7.88,3.11,14,796,35,maruti,omni
Jaipur,2014,93325,Diesel,Manual,Second,5,33.36,14.45,17.2,1968,138.1,skoda,superb
Ahmedabad,2018,38000,Diesel,Manual,First,7,11.27,8.7,24.52,1248,88.5,maruti,ertiga
Kochi,2016,57738,Diesel,Manual,First,5,7.45,5.04,24,1120,70,hyundai,grand
Jaipur,2017,38282,Diesel,Manual,First,5,11.11,8.5,28.09,1248,88.5,maruti,ciaz
Delhi,2014,64000,Diesel,Automatic,First,5,49.49,15.65,19.27,2143,170,mercedes-benz,new
Mumbai,2015,32000,Diesel,Manual,First,5,9.26,5.65,20.5,1248,91.72,fiat,avventura
Bangalore,2010,83000,Petrol,Automatic,First,5,86.97,16.5,10.93,2497,204,mercedes-benz,e-class
Ahmedabad,2011,76000,CNG,Manual,First,5,7.88,2,26.3,998,67.1,maruti,zen
Pune,2012,67200,Petrol,Manual,First,5,13.23,3.9,15.04,1598,103.6,volkswagen,vento
Jaipur,2013,62655,Diesel,Automatic,First,5,54.43,14.5,18.88,1995,184,bmw,3
Bangalore,2015,16900,Diesel,Automatic,First,5,67.87,44,14.69,2993,258,bmw,5
Delhi,2017,8471,Petrol,Manual,First,5,6.54,5,18.9,1197,81.86,hyundai,grand
Hyderabad,2016,69000,Diesel,Automatic,First,7,26.56,19.75,11.36,2755,171.5,toyota,innova
Coimbatore,2017,30090,Diesel,Automatic,First,5,15.05,11.44,19.6,1461,108.45,renault,duster
Chennai,2011,120000,Diesel,Manual,First,5,7.63,1.75,18,1248,75,tata,indica
Bangalore,2013,23000,Diesel,Manual,First,5,7.88,5.6,17.8,1248,,maruti,swift
Kochi,2016,35939,Petrol,Manual,First,5,86.97,30.42,12.3,1796,185,mercedes-benz,e-class
Coimbatore,2013,116694,Diesel,Manual,First,7,18.865,9.57,15.1,2179,140,mahindra,xuv500
Mumbai,2016,40448,Diesel,Manual,First,7,11.01,3.5,15.96,2523,62.1,mahindra,bolero
Coimbatore,2018,64456,Diesel,Manual,First,5,11,10.46,24.3,1248,88.5,maruti,vitara
Pune,2014,52782,Diesel,Manual,First,5,9.26,4.85,20.5,1248,91.72,fiat,avventura
Kochi,2016,51672,Petrol,Manual,First,5,7.55,5.68,19.5,1199,88.76,honda,amaze
Mumbai,2015,56073,Petrol,Automatic,First,5,33.36,13.25,13.7,1798,157.75,skoda,superb
Bangalore,2011,65000,Diesel,Automatic,First,5,69.675,16,14.74,2993,270.9,jaguar,xf
Chennai,2013,79000,Petrol,Manual,First,5,5.51,3,18.9,998,67.1,maruti,wagon
Kolkata,2007,43206,Petrol,Manual,First,5,4.55,0.99,17,1086,,hyundai,santro
