Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Total_Space_New
Thomastown,3,h,Harcourts,2017-03-06,15.3,3074.0,3,1,2,525.0,Northern Metropolitan,7955,580000,9
Thomastown,4,h,Harcourts,2017-03-06,15.3,3074.0,4,1,4,632.0,Northern Metropolitan,7955,653000,13
Thomastown,3,h,Harcourts,2017-03-06,15.3,3074.0,3,2,2,545.0,Northern Metropolitan,7955,740000,10
Thornbury,2,u,Woodards,2017-03-06,7.0,3071.0,2,1,1,50.0,Northern Metropolitan,8870,493000,6
Thornbury,3,h,YPA,2017-03-06,7.0,3071.0,3,1,1,435.0,Northern Metropolitan,8870,1240000,8
Thornbury,2,h,Love,2017-03-06,7.0,3071.0,2,1,0,245.0,Northern Metropolitan,8870,1010000,5
Thornbury,4,h,Jellis,2017-03-06,7.0,3071.0,4,1,2,495.0,Northern Metropolitan,8870,1626000,11
Toorak,1,u,Williams,2017-03-06,4.1,3142.0,1,1,1,50.0,Southern Metropolitan,7217,550000,4
Toorak,2,u,RT,2017-03-06,4.1,3142.0,1,1,1,50.0,Southern Metropolitan,7217,1800000,5
Toorak,3,u,Castran,2017-03-06,4.1,3142.0,3,2,2,50.0,Southern Metropolitan,7217,2000000,10
Toorak,2,u,Jellis,2017-03-06,4.1,3142.0,2,1,1,2076.0,Southern Metropolitan,7217,751000,6
Toorak,2,u,hockingstuart,2017-03-06,4.1,3142.0,2,1,1,713.0,Southern Metropolitan,7217,682000,6
Tullamarine,2,t,Barry,2017-03-06,12.9,3043.0,2,1,1,108.0,Western Metropolitan,3296,355000,6
Vermont,4,h,M.J,2017-03-06,17.2,3133.0,4,2,2,600.0,Eastern Metropolitan,4181,1270000,12
Vermont,4,t,Harcourts,2017-03-06,17.2,3133.0,4,2,2,50.0,Eastern Metropolitan,4181,975000,12
Vermont,3,t,iProperty,2017-03-06,17.2,3133.0,3,2,2,277.0,Eastern Metropolitan,4181,820000,10
Vermont South,3,u,Noel,2017-03-06,17.2,3133.0,3,2,1,302.0,Eastern Metropolitan,4280,750000,9
Wantirna,2,h,Harcourts,2017-03-06,14.7,3152.0,2,1,0,1670.0,Eastern Metropolitan,5424,1280000,5
Warrandyte,4,h,Philip,2017-03-06,21.1,3113.0,3,1,1,693.5,Eastern Metropolitan,2003,850000,9
Warrandyte,3,h,Fletchers,2017-03-06,21.1,3113.0,3,1,0,2978.0,Eastern Metropolitan,2003,1200000,7
Watsonia North,3,h,Barry,2017-03-06,14.5,3087.0,3,2,1,253.0,Northern Metropolitan,1442,655000,9
Wattle Glen,5,h,Fletchers,2017-03-06,23.6,3096.0,3,1,2,737.5,Northern Victoria,642,1140000,11
Werribee,3,h,hockingstuart,2017-03-06,14.7,3030.0,3,1,1,537.0,Western Metropolitan,16166,562000,8
Werribee,3,h,Triwest,2017-03-06,14.7,3030.0,3,2,1,805.0,Western Metropolitan,16166,531000,9
Werribee,3,h,Ray,2017-03-06,14.7,3030.0,3,2,4,1022.0,Western Metropolitan,16166,490000,12
Werribee,3,h,Triwest,2017-03-06,14.7,3030.0,3,1,0,700.0,Western Metropolitan,16166,472000,7
Werribee,3,h,hockingstuart,2017-03-06,14.7,3030.0,3,2,1,268.0,Western Metropolitan,16166,467000,9
Werribee,2,u,Burnham,2017-03-06,14.7,3030.0,2,1,2,471.0,Western Metropolitan,16166,302500,7
Werribee,5,h,YPA,2017-03-06,14.7,3030.0,5,2,2,1014.0,Western Metropolitan,16166,750000,14
Werribee,3,h,Hayeswinckle,2017-03-06,14.7,3030.0,3,1,2,530.0,Western Metropolitan,16166,390000,9
Werribee,3,h,Ray,2017-03-06,14.7,3030.0,3,1,1,537.0,Western Metropolitan,16166,460000,8
West Footscray,3,h,Village,2017-03-06,6.4,3012.0,3,2,1,342.0,Western Metropolitan,5058,1155000,9
West Footscray,2,u,Jas,2017-03-06,6.4,3012.0,2,1,1,1157.0,Western Metropolitan,5058,480000,6
West Footscray,3,h,Biggin,2017-03-06,6.4,3012.0,3,2,3,380.0,Western Metropolitan,5058,1100000,11
West Melbourne,2,u,Nardella,2017-03-06,3.1,3003.0,2,1,1,50.0,Northern Metropolitan,2230,792000,6
Westmeadows,3,h,Barry,2017-03-06,16.5,3049.0,3,1,2,532.0,Northern Metropolitan,2474,540000,9
Wheelers Hill,4,h,Harcourts,2017-03-06,16.7,3150.0,4,2,3,800.0,South-Eastern Metropolitan,7392,1171000,13
Wheelers Hill,3,h,Harcourts,2017-03-06,16.7,3150.0,3,2,1,658.0,South-Eastern Metropolitan,7392,1408000,9
Williamstown,3,h,RT,2017-03-06,6.8,3016.0,3,1,0,333.0,Western Metropolitan,6380,1494000,7
Williamstown,5,h,Sweeney,2017-03-06,6.8,3016.0,5,2,2,646.0,Western Metropolitan,6380,2760000,14
Williamstown,3,h,Sweeney,2017-03-06,6.8,3016.0,3,2,3,448.0,Western Metropolitan,6380,1285000,11
Williamstown,4,h,hockingstuart,2017-03-06,6.8,3016.0,4,2,1,448.0,Western Metropolitan,6380,1900000,11
Williamstown,3,h,Williams,2017-03-06,6.8,3016.0,3,1,0,169.0,Western Metropolitan,6380,950000,7
Wollert,4,h,Ray,2017-03-06,25.5,3750.0,3,1,1,482.0,Northern Metropolitan,2940,530000,9
Wollert,5,h,Harcourts,2017-03-06,25.5,3750.0,3,1,1,482.0,Northern Metropolitan,2940,745000,10
Wollert,4,h,Ray,2017-03-06,25.5,3750.0,3,1,1,482.0,Northern Metropolitan,2940,562000,9
Wyndham Vale,4,h,Ray,2017-03-06,27.2,3024.0,3,1,1,537.0,Western Metropolitan,5262,627000,9
Yallambie,5,h,Barry,2017-03-06,12.7,3085.0,5,3,2,617.0,Northern Metropolitan,1369,1670000,15
Yarraville,2,h,Jas,2017-03-06,6.3,3013.0,2,1,0,150.0,Western Metropolitan,6543,950000,5
Yarraville,3,h,RT,2017-03-06,6.3,3013.0,3,1,0,230.0,Western Metropolitan,6543,1225000,7
Yarraville,3,h,RT,2017-03-06,6.3,3013.0,3,1,1,537.0,Western Metropolitan,6543,1035000,8
Aberfeldie,4,h,Brad,2017-03-09,7.5,3040.0,4,3,3,511.0,Western Metropolitan,1543,1436000,14
Airport West,2,u,Walshe,2017-03-09,10.4,3042.0,2,1,1,80.0,Western Metropolitan,3464,421000,6
Albert Park,2,h,Greg,2017-03-09,3.0,3206.0,2,1,1,593.0,Southern Metropolitan,3280,1910000,6
Albion,5,h,hockingstuart,2017-03-09,10.5,3020.0,5,2,3,732.0,Western Metropolitan,2185,905000,15
Alphington,4,h,Love,2017-03-09,5.7,3078.0,4,3,2,720.0,Northern Metropolitan,2211,1680000,13
Altona,3,h,Greg,2017-03-09,11.0,3018.0,3,2,3,530.0,Western Metropolitan,5301,913000,11
Altona,3,h,hockingstuart,2017-03-09,11.0,3018.0,3,1,2,537.0,Western Metropolitan,5301,870000,9
Altona Meadows,3,h,hockingstuart,2017-03-09,15.5,3028.0,3,1,2,459.0,Western Metropolitan,7630,590000,9
Altona North,3,h,RT,2017-03-09,9.4,3025.0,3,1,3,693.0,Western Metropolitan,5132,1070000,10
Armadale,4,h,Marshall,2017-03-09,6.3,3143.0,4,2,2,761.0,Southern Metropolitan,4836,5100000,12
Armadale,2,u,Jellis,2017-03-09,6.3,3143.0,2,1,1,50.0,Southern Metropolitan,4836,450000,6
Armadale,2,u,Jellis,2017-03-09,6.3,3143.0,2,1,1,1501.0,Southern Metropolitan,4836,820000,6
Armadale,2,h,Marshall,2017-03-09,6.3,3143.0,2,2,1,593.0,Southern Metropolitan,4836,1330000,7
Armadale,3,t,Marshall,2017-03-09,6.3,3143.0,3,1,2,267.0,Southern Metropolitan,4836,1160000,9
Ascot Vale,3,t,Nelson,2017-03-09,4.3,3032.0,2,1,1,200.0,Western Metropolitan,6567,985000,7
Ascot Vale,3,h,Jellis,2017-03-09,4.3,3032.0,3,1,1,537.0,Western Metropolitan,6567,877000,8
Ascot Vale,3,h,Jellis,2017-03-09,4.3,3032.0,3,1,1,537.0,Western Metropolitan,6567,1130000,8
Ascot Vale,3,h,Brad,2017-03-09,4.3,3032.0,3,1,1,245.0,Western Metropolitan,6567,985000,8
Avondale Heights,3,u,Moonee,2017-03-09,9.5,3034.0,3,2,1,80.0,Western Metropolitan,4502,695000,9
Avondale Heights,4,h,Nelson,2017-03-09,9.5,3034.0,4,1,2,537.0,Western Metropolitan,4502,905000,11
Balaclava,2,u,Buxton,2017-03-09,6.4,3183.0,2,1,1,2283.0,Southern Metropolitan,2952,600000,6
Balwyn,2,h,Jellis,2017-03-09,7.9,3103.0,2,1,1,593.0,Southern Metropolitan,5682,870000,6
Balwyn North,3,h,Jellis,2017-03-09,9.7,3104.0,3,2,3,683.0,Southern Metropolitan,7809,1785000,11
Balwyn North,3,t,hockingstuart,2017-03-09,9.7,3104.0,3,2,5,267.0,Southern Metropolitan,7809,1485000,13
Balwyn North,4,h,Marshall,2017-03-09,9.7,3104.0,4,2,2,996.0,Southern Metropolitan,7809,2650000,12
Balwyn North,3,t,Jellis,2017-03-09,9.7,3104.0,3,2,2,267.0,Southern Metropolitan,7809,1005000,10
Balwyn North,5,h,Marshall,2017-03-09,9.7,3104.0,5,3,3,711.0,Southern Metropolitan,7809,1951000,16
Balwyn North,5,h,Noel,2017-03-09,9.7,3104.0,5,2,2,593.0,Southern Metropolitan,7809,1800000,14
Bayswater,3,h,One,2017-03-09,23.2,3153.0,3,1,2,725.0,Eastern Metropolitan,5030,824000,9
Beaumaris,4,h,Greg,2017-03-09,17.3,3193.0,3,1,1,593.0,Southern Metropolitan,5366,1375000,9
Beaumaris,4,h,Buxton,2017-03-09,17.3,3193.0,4,2,2,593.0,Southern Metropolitan,5366,1630000,12
Beaumaris,3,h,Ray,2017-03-09,17.3,3193.0,3,2,2,593.0,Southern Metropolitan,5366,1405000,10
Bentleigh,4,h,Jellis,2017-03-09,11.4,3204.0,4,3,4,593.0,Southern Metropolitan,6795,2310000,15
Bentleigh,3,t,Ray,2017-03-09,11.4,3204.0,3,2,1,267.0,Southern Metropolitan,6795,1200000,9
Bentleigh,5,h,Jellis,2017-03-09,11.4,3204.0,5,3,2,593.0,Southern Metropolitan,6795,1660000,15
Bentleigh,2,u,McGrath,2017-03-09,11.4,3204.0,1,1,1,50.0,Southern Metropolitan,6795,770000,5
Bentleigh East,4,t,Ray,2017-03-09,13.8,3165.0,4,3,2,267.0,Southern Metropolitan,10969,1330000,13
Bentleigh East,3,h,Woodards,2017-03-09,13.8,3165.0,3,1,2,593.0,Southern Metropolitan,10969,1290000,9
Bentleigh East,4,h,Jellis,2017-03-09,13.8,3165.0,4,1,2,583.0,Southern Metropolitan,10969,1216000,11
Bentleigh East,4,t,Buxton,2017-03-09,13.8,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1138000,10
Bentleigh East,2,h,Jellis,2017-03-09,13.8,3165.0,2,1,5,587.0,Southern Metropolitan,10969,1575000,10
Bentleigh East,3,t,Jellis,2017-03-09,13.8,3165.0,3,2,1,267.0,Southern Metropolitan,10969,1065000,9
Bentleigh East,3,h,Buxton,2017-03-09,13.8,3165.0,3,1,2,593.0,Southern Metropolitan,10969,1140000,9
Bentleigh East,3,h,Buxton,2017-03-09,13.8,3165.0,3,2,2,616.0,Southern Metropolitan,10969,1470000,10
Berwick,4,h,Harcourts,2017-03-09,35.2,3806.0,4,2,2,840.0,Eastern Victoria,17093,827000,12
Berwick,5,h,Kaye,2017-03-09,35.2,3806.0,5,4,2,840.0,Eastern Victoria,17093,940000,16
Berwick,4,h,Harcourts,2017-03-09,35.2,3806.0,4,3,2,675.0,Eastern Victoria,17093,975000,13
Black Rock,4,h,hockingstuart,2017-03-09,17.3,3193.0,4,3,2,665.0,Southern Metropolitan,2866,1950000,13
Blackburn,5,h,Ray,2017-03-09,13.4,3130.0,5,2,4,693.5,Eastern Metropolitan,5713,1350000,16
Blackburn North,3,h,Fletchers,2017-03-09,13.4,3130.0,3,2,1,583.0,Eastern Metropolitan,2867,1160000,9
Blackburn North,4,h,Jellis,2017-03-09,13.4,3130.0,4,1,3,757.0,Eastern Metropolitan,2867,1375000,12
Blackburn North,3,h,Noel,2017-03-09,13.4,3130.0,3,2,4,798.0,Eastern Metropolitan,2867,1320000,12
Bonbeach,4,h,Buxton,2017-03-09,27.0,3196.0,4,2,1,632.0,South-Eastern Metropolitan,2887,840000,11
Box Hill,3,h,Lindellas,2017-03-09,10.9,3128.0,3,1,3,1100.0,Eastern Metropolitan,4605,2831000,10
Box Hill,2,h,Buxton,2017-03-09,10.9,3128.0,2,1,2,701.0,Eastern Metropolitan,4605,1820000,7
Briar Hill,2,u,Morrison,2017-03-09,16.1,3088.0,2,1,1,180.0,Eastern Metropolitan,1390,610000,6
Brighton,5,h,Marshall,2017-03-09,10.5,3186.0,5,5,2,830.0,Southern Metropolitan,10579,5500000,17
Brighton,2,u,Buxton,2017-03-09,10.5,3186.0,2,1,1,50.0,Southern Metropolitan,10579,617000,6
Brighton,4,t,Marshall,2017-03-09,10.5,3186.0,4,3,2,267.0,Southern Metropolitan,10579,1700000,13
Brighton,3,h,Marshall,2017-03-09,10.5,3186.0,3,1,3,593.0,Southern Metropolitan,10579,4125000,10
Brighton East,4,h,Marshall,2017-03-09,10.3,3187.0,4,2,2,583.0,Southern Metropolitan,6938,2515000,12
Brighton East,2,u,Buxton,2017-03-09,10.3,3187.0,2,1,1,111.0,Southern Metropolitan,6938,817500,6
Brighton East,3,h,Marshall,2017-03-09,10.3,3187.0,3,2,3,594.0,Southern Metropolitan,6938,1590000,11
Brighton East,3,h,Gary,2017-03-09,10.3,3187.0,3,1,1,602.0,Southern Metropolitan,6938,1775000,8
Brighton East,2,h,Buxton,2017-03-09,10.3,3187.0,2,1,1,593.0,Southern Metropolitan,6938,780000,6
Broadmeadows,3,h,Stockdale,2017-03-09,14.0,3047.0,3,1,1,659.0,Northern Metropolitan,4294,673000,8
Brunswick,3,h,Nelson,2017-03-09,5.2,3056.0,3,1,0,482.0,Northern Metropolitan,11918,1400000,7
Brunswick,3,h,Nelson,2017-03-09,5.2,3056.0,3,2,1,249.0,Northern Metropolitan,11918,1200000,9
Brunswick,2,u,Woodards,2017-03-09,5.2,3056.0,2,1,1,50.0,Northern Metropolitan,11918,515000,6
Brunswick,2,h,hockingstuart,2017-03-09,5.2,3056.0,2,1,0,140.0,Northern Metropolitan,11918,800000,5
Brunswick East,2,h,Domain,2017-03-09,4.0,3057.0,2,1,1,154.0,Northern Metropolitan,5533,1023000,6
Brunswick East,2,t,Woodards,2017-03-09,4.0,3057.0,2,2,1,145.0,Northern Metropolitan,5533,755000,7
Brunswick West,3,t,Nelson,2017-03-09,5.2,3055.0,2,1,1,145.0,Northern Metropolitan,7082,650000,7
Bulleen,3,u,Parkes,2017-03-09,10.8,3105.0,3,2,2,208.0,Eastern Metropolitan,4480,820000,10
Bundoora,3,h,Ray,2017-03-09,12.1,3083.0,3,1,2,532.0,Northern Metropolitan,10175,680000,9
Bundoora,3,h,Barry,2017-03-09,12.1,3083.0,3,1,2,482.0,Northern Metropolitan,10175,670000,9
Bundoora,3,h,Stockdale,2017-03-09,12.1,3083.0,3,1,1,541.0,Northern Metropolitan,10175,715000,8
Burnside,3,h,Harcourts,2017-03-09,14.8,3023.0,3,2,2,631.0,Western Metropolitan,1607,657500,10
Burnside Heights,4,h,HAR,2017-03-09,14.8,3023.0,4,2,2,537.0,Western Metropolitan,1686,580000,12
Burwood East,3,h,Fletchers,2017-03-09,14.7,3151.0,3,2,2,369.0,Eastern Metropolitan,4048,930000,10
Camberwell,4,h,Kay,2017-03-09,7.7,3124.0,4,3,2,947.0,Southern Metropolitan,8920,4060000,13
Camberwell,6,h,Kay,2017-03-09,7.7,3124.0,5,3,4,593.0,Southern Metropolitan,8920,3950000,18
Camberwell,3,h,Marshall,2017-03-09,7.7,3124.0,3,2,2,593.0,Southern Metropolitan,8920,1455000,10
Camberwell,4,t,Jellis,2017-03-09,7.7,3124.0,4,2,2,267.0,Southern Metropolitan,8920,1850000,12
Camberwell,3,t,Marshall,2017-03-09,7.7,3124.0,3,2,1,267.0,Southern Metropolitan,8920,1600000,9
Camberwell,3,u,J,2017-03-09,7.7,3124.0,3,1,2,50.0,Southern Metropolitan,8920,950000,9
Camberwell,2,u,Noel,2017-03-09,7.7,3124.0,2,1,1,145.0,Southern Metropolitan,8920,692500,6
Canterbury,2,u,Marshall,2017-03-09,8.4,3126.0,2,1,1,50.0,Southern Metropolitan,3265,615000,6
Carlton North,2,h,Woodards,2017-03-09,3.5,3054.0,2,1,1,193.0,Northern Metropolitan,3106,1520000,6
Carnegie,3,h,Gary,2017-03-09,10.1,3163.0,3,2,2,593.0,Southern Metropolitan,7822,1333000,10
Carnegie,2,h,Ray,2017-03-09,10.1,3163.0,3,1,1,593.0,Southern Metropolitan,7822,645000,7
Caulfield East,4,h,Gary,2017-03-09,8.4,3145.0,4,2,2,664.0,Southern Metropolitan,608,1609000,12
Caulfield East,4,t,Besser,2017-03-09,8.4,3145.0,4,2,2,267.0,Southern Metropolitan,608,985000,12
Caulfield North,2,u,Gary,2017-03-09,7.8,3161.0,2,1,1,50.0,Southern Metropolitan,6923,490000,6
Chadstone,2,h,Barry,2017-03-09,11.7,3148.0,2,1,1,593.0,Southern Metropolitan,3582,1131000,6
Chelsea Heights,3,h,Ray,2017-03-09,27.0,3196.0,3,1,2,632.0,South-Eastern Metropolitan,2076,721000,9
Cheltenham,3,h,O'Brien,2017-03-09,17.9,3192.0,3,1,2,593.0,Southern Metropolitan,9758,960000,9
Cheltenham,3,h,O'Brien,2017-03-09,17.9,3192.0,3,2,2,657.0,Southern Metropolitan,9758,1295000,10
Clayton,3,h,Ray,2017-03-09,16.7,3168.0,3,1,1,632.0,South-Eastern Metropolitan,5837,1238888,8
Clayton South,2,u,Buxton,2017-03-09,17.5,3169.0,2,1,2,914.0,South-Eastern Metropolitan,4734,575000,7
Clifton Hill,3,h,Jellis,2017-03-09,3.6,3068.0,3,2,1,123.0,Northern Metropolitan,2954,1436000,9
Coburg,3,h,Ray,2017-03-09,6.7,3058.0,3,1,1,482.0,Northern Metropolitan,11204,1020000,8
Coburg,4,h,Brad,2017-03-09,6.7,3058.0,4,1,1,560.0,Northern Metropolitan,11204,1055000,10
Coburg,4,h,Nelson,2017-03-09,6.7,3058.0,4,1,1,452.0,Northern Metropolitan,11204,1080000,10
Coburg,2,t,Brad,2017-03-09,6.7,3058.0,2,2,1,145.0,Northern Metropolitan,11204,685000,7
Coburg,2,h,Jellis,2017-03-09,6.7,3058.0,2,1,1,482.0,Northern Metropolitan,11204,550000,6
Coburg,3,h,McDonald,2017-03-09,6.7,3058.0,3,1,4,460.0,Northern Metropolitan,11204,1210000,11
Coburg,2,t,Brad,2017-03-09,6.7,3058.0,2,2,1,1965.0,Northern Metropolitan,11204,631000,7
Coburg North,4,h,RW,2017-03-09,6.7,3058.0,4,1,5,565.0,Northern Metropolitan,3445,926000,14
Coolaroo,3,h,YPA,2017-03-09,17.4,3048.0,3,1,2,551.0,Northern Metropolitan,1124,457000,9
Craigieburn,4,h,YPA,2017-03-09,20.6,3064.0,4,2,1,482.0,Northern Metropolitan,15510,560000,11
Craigieburn,4,h,RW,2017-03-09,20.6,3064.0,4,2,2,406.0,Northern Metropolitan,15510,505000,12
Craigieburn,3,h,Ray,2017-03-09,20.6,3064.0,3,2,2,482.0,Northern Metropolitan,15510,497500,10
Croydon,3,u,McGrath,2017-03-09,23.0,3136.0,3,1,2,208.0,Eastern Metropolitan,11925,640000,9
Croydon,4,h,Fletchers,2017-03-09,23.0,3136.0,4,2,2,655.0,Eastern Metropolitan,11925,730000,12
Croydon,3,h,iTRAK,2017-03-09,23.0,3136.0,3,1,8,1082.0,Eastern Metropolitan,11925,1005000,15
Croydon Hills,3,h,Hoskins,2017-03-09,23.0,3136.0,3,2,2,659.0,Eastern Metropolitan,1705,790000,10
Croydon Hills,3,h,Hoskins,2017-03-09,23.0,3136.0,3,2,2,899.0,Eastern Metropolitan,1705,931000,10
Croydon Hills,4,h,buyMyplace,2017-03-09,23.0,3136.0,4,3,4,693.5,Eastern Metropolitan,1705,1000000,15
Croydon North,3,h,Philip,2017-03-09,23.0,3136.0,3,2,1,1007.0,Eastern Metropolitan,2985,857000,9
Dallas,3,h,YPA,2017-03-09,14.0,3047.0,3,1,1,627.0,Northern Metropolitan,2246,477000,8
Dandenong,3,h,C21,2017-03-09,24.7,3175.0,3,1,1,372.0,South-Eastern Metropolitan,10894,500000,8
Dandenong,3,h,McLennan,2017-03-09,24.7,3175.0,3,2,1,673.0,South-Eastern Metropolitan,10894,510000,9
Dandenong North,3,h,Del,2017-03-09,24.7,3175.0,3,1,2,544.0,South-Eastern Metropolitan,8322,632000,9
Dandenong North,3,h,McLennan,2017-03-09,24.7,3175.0,3,1,3,632.0,South-Eastern Metropolitan,8322,610000,10
Dandenong North,3,h,YPA,2017-03-09,24.7,3175.0,3,1,2,632.0,South-Eastern Metropolitan,8322,585000,9
Dandenong North,4,h,C21,2017-03-09,24.7,3175.0,4,2,1,632.0,South-Eastern Metropolitan,8322,750000,11
Derrimut,4,h,Stockdale,2017-03-09,14.7,3030.0,4,2,4,537.0,Western Metropolitan,2276,850000,14
Diamond Creek,4,h,Barry,2017-03-09,21.8,3089.0,4,2,2,879.0,Northern Victoria,4258,950000,12
Dingley Village,4,h,Obrien,2017-03-09,22.2,3172.0,4,2,2,615.0,South-Eastern Metropolitan,3940,955000,12
Doncaster,4,h,Barry,2017-03-09,12.4,3108.0,4,2,3,652.0,Eastern Metropolitan,9028,1375000,13
Doncaster,3,h,Buxton,2017-03-09,12.4,3108.0,3,1,1,693.5,Eastern Metropolitan,9028,1400000,8
Doncaster,4,h,Jellis,2017-03-09,12.4,3108.0,4,2,2,693.5,Eastern Metropolitan,9028,1275000,12
Doncaster,5,h,Buxton,2017-03-09,12.4,3108.0,5,3,2,630.0,Eastern Metropolitan,9028,1820000,15
Doncaster East,3,h,Jellis,2017-03-09,14.3,3109.0,3,1,3,713.0,Eastern Metropolitan,10999,1482000,10
Doncaster East,3,h,Barry,2017-03-09,14.3,3109.0,3,2,2,693.5,Eastern Metropolitan,10999,1050000,10
Doncaster East,4,h,Barry,2017-03-09,14.3,3109.0,4,2,2,775.0,Eastern Metropolitan,10999,1470000,12
Doncaster East,3,u,Barry,2017-03-09,14.3,3109.0,3,2,2,208.0,Eastern Metropolitan,10999,1050000,10
Doncaster East,4,t,Barry,2017-03-09,14.3,3109.0,4,2,2,723.0,Eastern Metropolitan,10999,1175000,12
Doncaster East,3,h,Barry,2017-03-09,14.3,3109.0,3,1,2,693.5,Eastern Metropolitan,10999,937000,9
Doncaster East,3,u,McGrath,2017-03-09,14.3,3109.0,3,1,2,208.0,Eastern Metropolitan,10999,800000,9
Doncaster East,3,h,Ray,2017-03-09,14.3,3109.0,3,2,1,646.0,Eastern Metropolitan,10999,1381000,9
Doncaster East,3,t,Parkes,2017-03-09,14.3,3109.0,3,1,1,236.0,Eastern Metropolitan,10999,920000,8
Doncaster East,3,h,Barry,2017-03-09,14.3,3109.0,3,1,2,693.5,Eastern Metropolitan,10999,1701000,9
Doncaster East,3,h,Fletchers,2017-03-09,14.3,3109.0,3,2,1,848.0,Eastern Metropolitan,10999,1620000,9
Donvale,3,t,Noel,2017-03-09,16.1,3111.0,3,2,2,247.0,Eastern Metropolitan,4790,1171000,10
Doreen,4,h,HAR,2017-03-09,25.9,3754.0,4,2,2,387.0,Northern Victoria,7254,555000,12
Doveton,3,h,Boutique,2017-03-09,28.8,3177.0,3,1,2,632.0,South-Eastern Metropolitan,3533,500500,9
Eltham North,3,h,Morrison,2017-03-09,18.0,3095.0,3,2,2,662.0,Eastern Metropolitan,2346,881017,10
Elwood,1,u,Pride,2017-03-09,7.2,3184.0,1,1,2,50.0,Southern Metropolitan,8989,660000,5
Elwood,2,u,Chisholm,2017-03-09,7.2,3184.0,2,1,0,643.0,Southern Metropolitan,8989,670000,5
Endeavour Hills,3,h,Fletchers,2017-03-09,28.5,3802.0,3,1,2,632.0,South-Eastern Metropolitan,8443,613000,9
Epping,4,h,hockingstuart,2017-03-09,19.6,3076.0,4,2,2,482.0,Northern Metropolitan,10926,620000,12
Epping,4,h,HAR,2017-03-09,19.6,3076.0,4,1,5,548.0,Northern Metropolitan,10926,652000,14
Epping,3,h,Millership,2017-03-09,19.6,3076.0,3,1,2,654.0,Northern Metropolitan,10926,557500,9
Epping,4,h,Love,2017-03-09,19.6,3076.0,4,2,2,482.0,Northern Metropolitan,10926,599500,12
Epping,3,h,hockingstuart,2017-03-09,19.6,3076.0,3,2,2,482.0,Northern Metropolitan,10926,569000,10
Epping,3,h,Ray,2017-03-09,19.6,3076.0,3,1,2,482.0,Northern Metropolitan,10926,582000,9
Essendon,4,h,Nelson,2017-03-09,7.5,3040.0,4,1,1,537.0,Western Metropolitan,9264,1620000,10
Essendon,4,t,Barry,2017-03-09,7.5,3040.0,4,3,1,205.0,Western Metropolitan,9264,1185000,12
Essendon,3,h,Nelson,2017-03-09,7.5,3040.0,3,2,2,537.0,Western Metropolitan,9264,1210000,10
Essendon,4,h,Nelson,2017-03-09,7.5,3040.0,4,2,3,920.0,Western Metropolitan,9264,2100000,13
Essendon,4,h,Barry,2017-03-09,7.5,3040.0,4,1,1,478.0,Western Metropolitan,9264,900000,10
Essendon,3,h,Nelson,2017-03-09,7.5,3040.0,3,1,2,649.0,Western Metropolitan,9264,1500000,9
Essendon,2,u,Barry,2017-03-09,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,850000,6
Essendon,2,t,Nelson,2017-03-09,7.5,3040.0,2,1,1,200.0,Western Metropolitan,9264,700000,6
Essendon North,3,h,Nelson,2017-03-09,8.2,3041.0,3,2,2,537.0,Western Metropolitan,1308,1260000,10
Essendon North,3,u,Nelson,2017-03-09,8.2,3041.0,3,2,1,256.0,Western Metropolitan,1308,801000,9
Fairfield,3,h,Nelson,2017-03-09,5.7,3078.0,3,2,1,292.0,Northern Metropolitan,2970,1492000,9
Fairfield,2,u,Nelson,2017-03-09,5.7,3078.0,2,1,2,50.0,Northern Metropolitan,2970,746500,7
Fawkner,2,t,Alexkarbon,2017-03-09,13.1,3060.0,2,1,2,177.0,Northern Metropolitan,5070,515000,7
Ferntree Gully,3,h,Barry,2017-03-09,24.8,3156.0,3,1,2,944.0,Eastern Metropolitan,10788,760000,9
Fitzroy,3,h,Jellis,2017-03-09,2.1,3065.0,3,2,1,203.0,Northern Metropolitan,5825,2300000,9
Fitzroy,2,u,Purplebricks,2017-03-09,2.1,3065.0,2,1,1,50.0,Northern Metropolitan,5825,630000,6
Fitzroy,3,h,Nelson,2017-03-09,2.1,3065.0,3,1,1,482.0,Northern Metropolitan,5825,905000,8
Fitzroy North,4,h,Nelson,2017-03-09,3.6,3068.0,4,1,3,482.0,Northern Metropolitan,6244,2136000,12
Flemington,2,h,Alexkarbon,2017-03-09,3.4,3031.0,2,1,2,263.0,Northern Metropolitan,3593,1090000,7
Flemington,2,u,Nelson,2017-03-09,3.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,530000,6
Flemington,3,h,Nelson,2017-03-09,3.4,3031.0,3,1,2,241.0,Northern Metropolitan,3593,1500000,9
Footscray,2,u,Jas,2017-03-09,5.1,3011.0,2,1,1,80.0,Western Metropolitan,7570,410000,6
Footscray,2,h,Jas,2017-03-09,5.1,3011.0,2,1,1,537.0,Western Metropolitan,7570,978000,6
Footscray,3,u,Hodges,2017-03-09,5.1,3011.0,3,1,1,80.0,Western Metropolitan,7570,460000,8
