lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
6,Online,0,0.0,1,0,2017-12-10,0,2,Not_Canceled
46,Online,1,79.2,2,1,2018-12-16,0,2,Not_Canceled
265,Offline,0,90.0,1,0,2018-06-24,0,2,Not_Canceled
1,Online,0,60.0,1,2,2018-02-28,0,1,Canceled
35,Online,1,183.0,2,0,2018-12-28,0,1,Not_Canceled
50,Online,1,94.5,2,2,2017-10-18,0,3,Not_Canceled
98,Online,0,124.8,2,0,2018-07-21,0,3,Canceled
308,Online,2,78.3,2,0,2018-11-23,0,3,Canceled
25,Online,1,80.08,2,0,2018-11-22,0,3,Not_Canceled
7,Offline,0,48.4,2,1,2018-01-18,0,4,Not_Canceled
1,Online,0,60.0,1,2,2018-02-28,0,1,Canceled
104,Offline,0,75.0,2,0,2017-12-03,0,3,Not_Canceled
14,Offline,0,84.0,1,0,2018-06-23,0,1,Not_Canceled
16,Online,0,77.25,2,1,2018-01-25,0,4,Not_Canceled
25,Online,2,84.0,2,2,2017-10-04,0,2,Not_Canceled
6,Online,2,90.0,2,2,2017-08-12,0,4,Not_Canceled
2,Online,0,86.28,2,2,2018-08-23,0,5,Not_Canceled
240,Online,2,90.95,2,1,2018-10-27,0,3,Not_Canceled
23,Online,1,118.0,2,0,2018-09-06,1,2,Not_Canceled
45,Online,0,67.0,1,1,2018-11-28,1,0,Not_Canceled
47,Online,0,108.0,2,0,2018-10-11,0,3,Not_Canceled
193,Online,0,120.0,2,1,2018-06-20,0,2,Canceled
12,Online,0,90.0,3,0,2017-08-05,0,3,Not_Canceled
51,Online,0,125.1,2,0,2018-08-18,0,2,Canceled
32,Online,1,72.42,2,0,2018-09-02,0,1,Not_Canceled
98,Online,2,116.1,2,1,2018-06-10,0,2,Not_Canceled
71,Online,0,88.5,2,2,2018-04-24,0,1,Not_Canceled
0,Online,1,0.0,1,0,2018-05-04,0,1,Not_Canceled
37,Online,0,126.9,2,2,2018-04-29,0,2,Canceled
241,Online,1,150.45,3,2,2018-10-07,0,3,Canceled
130,Online,1,134.1,2,1,2018-05-28,1,1,Not_Canceled
24,Online,2,149.0,2,2,2018-09-18,0,1,Not_Canceled
114,Online,0,99.9,1,1,2018-05-02,0,1,Canceled
12,Online,1,97.02,1,2,2018-05-29,0,0,Not_Canceled
346,Offline,0,90.0,1,0,2018-09-13,0,2,Not_Canceled
31,Online,0,94.5,2,0,2018-04-14,0,1,Canceled
191,Online,2,101.34,3,2,2018-06-04,0,2,Canceled
99,Online,0,85.5,2,0,2018-03-24,0,3,Not_Canceled
125,Online,1,79.2,2,1,2018-12-26,0,1,Canceled
1,Online,0,59.75,2,2,2018-01-08,0,3,Not_Canceled
37,Online,1,108.8,2,0,2018-12-27,0,4,Not_Canceled
4,Offline,0,188.0,2,0,2018-09-27,0,2,Not_Canceled
31,Online,1,94.5,2,2,2017-10-04,0,1,Not_Canceled
26,Online,1,169.0,2,1,2018-09-19,0,3,Not_Canceled
145,Offline,0,65.0,2,2,2018-01-03,0,1,Not_Canceled
5,Online,0,156.6,2,1,2018-12-04,0,0,Not_Canceled
0,Online,0,139.0,2,1,2018-03-20,0,0,Not_Canceled
195,Online,2,146.7,3,2,2018-08-07,0,1,Canceled
68,Online,1,137.7,3,0,2018-04-21,0,1,Canceled
193,Offline,1,72.76,1,0,2018-10-19,0,4,Not_Canceled
22,Offline,0,140.0,2,0,2018-05-20,0,2,Not_Canceled
9,Online,1,76.0,2,0,2017-11-07,0,1,Not_Canceled
85,Offline,0,125.0,2,0,2017-09-30,0,3,Not_Canceled
36,Online,2,161.1,1,1,2018-07-25,0,0,Not_Canceled
179,Offline,1,85.6,2,1,2018-07-25,0,3,Not_Canceled
12,Online,0,135.0,2,1,2018-10-03,0,1,Canceled
17,Online,0,88.0,2,0,2018-12-16,0,2,Not_Canceled
0,Online,0,65.0,1,0,2018-03-02,1,1,Not_Canceled
100,Online,2,130.5,2,0,2018-06-28,0,1,Canceled
30,Online,0,149.4,2,0,2018-05-11,0,4,Canceled
20,Online,0,119.0,1,1,2018-09-19,0,0,Not_Canceled
7,Online,0,88.0,1,0,2018-12-13,0,1,Not_Canceled
72,Online,2,87.3,2,2,2018-04-03,0,1,Not_Canceled
8,Offline,0,85.0,2,0,2017-10-21,0,3,Not_Canceled
205,Online,0,86.63,2,0,2018-07-21,0,2,Canceled
122,Offline,2,128.0,3,2,2018-03-27,0,1,Not_Canceled
11,Online,2,107.67,2,2,2018-11-19,0,1,Not_Canceled
29,Online,2,98.98,2,0,2017-10-13,0,4,Not_Canceled
20,Online,1,90.65,2,2,2018-11-13,0,2,Not_Canceled
219,Online,1,106.25,2,2,2018-12-22,0,3,Not_Canceled
100,Online,0,108.0,2,0,2017-10-16,0,1,Canceled
126,Online,0,93.17,2,2,2018-08-06,0,1,Canceled
223,Online,0,73.96,2,2,2018-09-30,0,3,Canceled
4,Online,0,93.0,2,0,2018-02-20,0,1,Not_Canceled
9,Online,1,80.3,2,0,2018-01-19,0,1,Not_Canceled
74,Online,1,91.5,2,2,2018-06-26,0,1,Not_Canceled
32,Online,0,95.0,1,1,2018-10-10,0,0,Not_Canceled
49,Online,0,126.9,2,0,2018-05-21,0,1,Canceled
4,Online,2,151.0,2,1,2018-07-11,0,0,Not_Canceled
74,Offline,0,109.0,2,0,2017-09-18,0,2,Not_Canceled
247,Offline,0,90.0,1,1,2018-06-06,0,1,Not_Canceled
32,Online,0,0.0,1,0,2017-11-20,0,2,Not_Canceled
84,Online,3,149.4,2,0,2018-09-27,0,3,Not_Canceled
54,Online,0,80.3,2,0,2018-03-04,0,2,Not_Canceled
108,Online,1,76.5,2,1,2017-08-24,0,2,Not_Canceled
5,Online,1,65.0,1,0,2018-08-02,0,1,Not_Canceled
349,Online,0,90.0,2,1,2018-10-04,0,5,Canceled
88,Online,3,125.66,3,0,2018-12-28,0,3,Not_Canceled
88,Offline,0,112.2,2,1,2017-10-05,0,1,Not_Canceled
68,Offline,1,58.0,2,2,2018-02-13,0,3,Not_Canceled
103,Online,0,115.0,1,0,2018-04-19,0,2,Canceled
48,Online,2,177.3,3,2,2018-08-18,1,3,Not_Canceled
24,Online,0,86.93,2,0,2018-12-08,0,3,Not_Canceled
164,Online,0,133.45,2,2,2018-08-19,0,3,Canceled
244,Offline,1,176.04,3,1,2018-12-29,0,3,Not_Canceled
10,Online,0,153.0,2,1,2017-08-23,0,0,Not_Canceled
52,Online,0,51.0,2,2,2018-03-13,0,2,Not_Canceled
23,Online,0,149.0,2,2,2018-06-18,0,1,Canceled
40,Online,0,72.9,1,0,2018-02-16,0,1,Canceled
141,Offline,0,90.0,2,1,2017-09-20,0,0,Not_Canceled
26,Online,2,159.0,2,1,2018-10-15,0,1,Not_Canceled
59,Offline,0,80.75,2,1,2018-04-04,0,3,Not_Canceled
1,Online,0,135.0,1,2,2018-06-19,0,0,Not_Canceled
247,Offline,0,90.0,1,1,2018-06-06,0,1,Not_Canceled
118,Offline,0,110.0,1,1,2018-06-06,0,3,Not_Canceled
196,Online,0,85.5,1,0,2018-07-20,0,3,Canceled
0,Online,0,104.0,1,2,2018-04-09,0,1,Not_Canceled
48,Online,2,92.83,2,2,2018-05-22,0,1,Not_Canceled
5,Online,1,139.0,2,1,2018-08-29,0,3,Not_Canceled
32,Online,0,176.4,3,1,2018-10-06,0,3,Canceled
59,Online,1,60.35,2,1,2018-10-31,0,2,Not_Canceled
157,Offline,0,68.0,2,0,2018-12-08,0,3,Not_Canceled
4,Online,1,149.0,2,0,2018-09-06,0,5,Not_Canceled
62,Online,0,106.65,2,2,2018-06-19,0,2,Canceled
94,Online,1,96.13,2,2,2018-04-08,0,2,Not_Canceled
78,Offline,0,45.5,2,1,2018-03-07,0,3,Not_Canceled
5,Online,2,221.38,2,2,2018-10-01,0,2,Not_Canceled
323,Online,1,112.0,2,0,2018-05-17,0,4,Canceled
99,Online,0,93.08,2,2,2018-04-17,0,2,Canceled
101,Online,0,140.7,3,2,2018-07-31,0,1,Not_Canceled
70,Online,0,107.1,2,0,2018-07-07,0,1,Canceled
38,Online,2,148.95,3,0,2018-04-27,0,4,Not_Canceled
54,Online,0,72.0,2,2,2018-10-16,0,2,Canceled
443,Online,0,65.0,2,0,2018-04-29,0,1,Canceled
88,Online,0,71.0,1,0,2018-10-07,0,2,Not_Canceled
4,Online,0,66.0,1,0,2018-01-12,0,2,Not_Canceled
4,Online,1,119.0,2,0,2018-08-24,0,1,Not_Canceled
226,Offline,1,70.0,2,2,2018-10-29,0,2,Not_Canceled
69,Online,0,126.9,2,1,2018-06-17,0,2,Not_Canceled
4,Online,1,157.0,2,0,2018-08-23,1,2,Not_Canceled
109,Online,1,182.18,4,0,2018-12-08,0,3,Not_Canceled
92,Online,2,108.0,2,0,2018-10-06,0,3,Canceled
1,Online,1,0.0,2,0,2018-03-01,0,2,Not_Canceled
211,Online,0,100.0,2,0,2018-05-20,0,2,Canceled
112,Offline,0,100.0,2,0,2018-06-02,0,2,Not_Canceled
208,Offline,1,90.0,2,2,2018-04-23,0,3,Not_Canceled
304,Online,0,89.0,2,0,2018-11-03,0,3,Canceled
1,Online,0,77.0,2,0,2018-01-05,0,1,Not_Canceled
11,Online,0,83.0,1,1,2018-06-13,0,0,Not_Canceled
70,Online,2,165.63,3,1,2018-07-14,0,3,Not_Canceled
100,Online,1,90.3,2,2,2018-03-26,0,1,Not_Canceled
94,Online,0,96.3,2,1,2018-04-08,0,2,Canceled
47,Offline,1,100.0,1,0,2017-08-18,0,2,Not_Canceled
2,Online,0,163.0,1,0,2018-09-15,0,1,Not_Canceled
322,Offline,0,52.0,2,0,2018-12-09,0,2,Not_Canceled
22,Online,1,95.0,2,0,2017-11-19,0,3,Not_Canceled
44,Offline,0,75.0,2,0,2018-02-17,0,3,Not_Canceled
10,Online,2,195.0,1,0,2018-09-30,0,1,Not_Canceled
50,Offline,1,52.0,2,0,2018-01-14,0,3,Not_Canceled
92,Online,1,103.5,2,0,2018-11-01,0,4,Not_Canceled
196,Online,1,80.75,2,1,2018-08-03,0,4,Not_Canceled
43,Online,0,86.75,2,0,2018-01-14,0,3,Canceled
75,Online,0,131.4,2,1,2018-07-01,0,2,Canceled
13,Offline,0,75.0,1,1,2018-03-20,0,0,Not_Canceled
66,Online,0,141.3,3,1,2018-07-27,0,4,Not_Canceled
46,Online,5,68.07,2,2,2018-11-18,0,3,Not_Canceled
63,Offline,0,116.0,2,0,2017-09-04,0,2,Not_Canceled
1,Online,1,115.0,2,0,2017-09-09,0,2,Not_Canceled
10,Online,0,129.0,2,0,2018-09-03,0,1,Canceled
59,Offline,0,75.0,1,0,2017-10-29,0,2,Not_Canceled
34,Online,1,103.5,2,1,2017-10-12,0,2,Not_Canceled
14,Online,0,76.0,2,0,2018-11-25,1,1,Not_Canceled
161,Online,0,130.0,2,1,2018-03-25,0,2,Canceled
47,Online,1,94.5,2,0,2017-10-13,0,4,Not_Canceled
222,Online,0,116.1,2,0,2018-09-14,0,3,Canceled
142,Online,0,104.76,2,2,2018-08-03,0,6,Canceled
6,Online,1,101.73,2,2,2018-08-26,0,3,Not_Canceled
47,Online,1,150.3,3,1,2018-07-02,0,1,Canceled
118,Online,0,95.7,2,2,2018-04-16,0,1,Canceled
263,Online,0,110.0,2,0,2018-10-21,0,2,Canceled
54,Online,2,159.3,3,1,2018-06-17,0,2,Not_Canceled
271,Online,1,101.33,2,0,2018-09-21,0,3,Canceled
259,Online,1,104.55,3,0,2018-12-07,0,4,Not_Canceled
59,Online,2,137.7,3,0,2018-04-21,0,1,Not_Canceled
164,Online,0,100.0,1,0,2017-10-02,0,2,Canceled
4,Online,3,122.0,2,1,2017-08-17,0,3,Not_Canceled
317,Online,0,120.0,2,0,2018-09-15,0,2,Canceled
143,Offline,0,100.0,2,0,2018-08-25,0,3,Not_Canceled
245,Online,0,75.0,2,0,2018-06-17,0,2,Canceled
3,Online,0,86.35,2,0,2018-09-02,0,1,Not_Canceled
68,Online,1,149.4,2,1,2018-09-08,0,3,Not_Canceled
194,Online,2,96.3,2,2,2018-10-29,0,1,Canceled
7,Online,0,182.0,3,1,2018-06-28,0,5,Not_Canceled
9,Online,0,95.0,1,0,2018-04-27,0,2,Not_Canceled
29,Online,1,83.57,1,0,2018-04-14,0,3,Not_Canceled
0,Online,1,174.0,2,0,2017-08-21,0,1,Not_Canceled
30,Online,3,109.0,2,0,2018-09-07,0,1,Not_Canceled
99,Online,0,112.05,1,2,2018-07-09,0,2,Canceled
19,Offline,0,80.0,1,0,2017-10-06,0,3,Not_Canceled
4,Offline,0,70.0,1,0,2018-12-16,0,1,Not_Canceled
70,Online,2,137.7,3,2,2018-04-09,0,1,Not_Canceled
72,Online,0,107.1,2,0,2018-07-06,0,1,Canceled
7,Online,1,67.0,1,1,2018-07-11,0,1,Not_Canceled
5,Online,0,167.0,2,1,2018-08-21,0,0,Canceled
44,Offline,0,75.0,2,0,2018-02-17,0,3,Not_Canceled
22,Online,1,104.0,2,1,2018-11-27,0,0,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
271,Online,1,101.33,2,0,2018-09-21,0,3,Canceled
95,Online,2,84.6,2,2,2018-11-20,0,0,Canceled
154,Online,0,75.0,1,1,2018-07-01,0,2,Canceled
276,Offline,0,95.67,1,0,2018-09-22,0,3,Not_Canceled
301,Online,1,115.0,2,1,2018-07-30,0,1,Canceled
122,Offline,0,85.0,2,0,2018-04-15,0,2,Not_Canceled
103,Offline,0,80.0,2,0,2018-05-04,0,3,Not_Canceled
185,Online,0,103.5,2,1,2018-12-16,0,2,Not_Canceled
185,Online,0,79.2,2,1,2018-12-16,0,2,Canceled
209,Online,0,89.2,2,2,2017-09-06,0,2,Canceled
45,Online,0,167.4,3,0,2018-12-30,0,1,Canceled
54,Online,0,140.4,2,0,2018-06-03,0,1,Not_Canceled
34,Online,0,224.67,2,0,2017-09-23,0,3,Canceled
103,Offline,0,80.0,2,0,2018-05-04,0,3,Not_Canceled
98,Online,0,141.75,2,1,2018-07-11,0,3,Not_Canceled
152,Online,1,114.3,2,0,2018-08-10,0,2,Canceled
227,Offline,0,80.75,2,2,2018-08-29,0,5,Not_Canceled
60,Offline,1,84.58,2,2,2017-10-16,0,2,Not_Canceled
29,Online,0,88.4,1,1,2018-12-19,0,3,Not_Canceled
49,Online,0,112.2,1,2,2018-04-10,0,2,Canceled
2,Online,1,117.65,2,0,2018-03-23,0,2,Not_Canceled
185,Online,0,61.0,2,2,2018-08-28,0,4,Canceled
27,Offline,0,120.0,2,0,2018-06-09,0,1,Not_Canceled
183,Online,1,112.0,2,0,2018-08-09,0,3,Canceled
61,Offline,1,106.25,2,2,2018-09-03,0,2,Not_Canceled
245,Online,0,110.0,1,2,2018-07-06,0,4,Canceled
2,Online,0,102.7,1,0,2018-08-02,0,1,Not_Canceled
6,Online,1,65.0,1,0,2018-06-08,0,1,Not_Canceled
199,Online,0,140.0,3,0,2018-11-16,0,2,Canceled
55,Offline,0,104.0,2,0,2018-04-06,0,1,Not_Canceled
0,Online,2,18.6,0,0,2018-10-27,0,3,Not_Canceled
50,Online,0,159.6,3,3,2018-08-22,0,6,Canceled
9,Online,0,149.0,2,1,2018-04-22,0,2,Canceled
133,Online,1,114.63,2,2,2018-07-16,0,5,Not_Canceled
151,Offline,0,71.0,1,0,2018-01-19,0,2,Not_Canceled
68,Online,0,140.4,2,1,2018-05-13,0,2,Canceled
41,Offline,1,60.0,2,2,2017-11-01,0,3,Not_Canceled
55,Online,1,101.38,3,0,2018-12-08,0,3,Not_Canceled
145,Offline,0,65.0,2,2,2018-01-03,0,1,Not_Canceled
161,Online,0,105.0,1,1,2018-03-25,0,2,Canceled
15,Online,2,96.9,1,1,2018-11-14,0,5,Not_Canceled
93,Online,1,132.6,2,2,2018-05-19,0,4,Not_Canceled
55,Offline,0,80.0,2,0,2018-04-06,0,1,Not_Canceled
85,Online,0,90.0,1,0,2017-09-09,0,2,Not_Canceled
192,Offline,0,95.0,1,0,2018-06-24,0,2,Not_Canceled
0,Online,2,190.0,1,0,2018-09-22,0,1,Not_Canceled
2,Online,1,104.0,1,0,2018-06-14,0,2,Not_Canceled
86,Online,2,90.0,2,1,2018-11-04,0,2,Not_Canceled
19,Offline,0,80.0,1,0,2017-10-06,0,3,Not_Canceled
0,Online,0,80.0,2,2,2018-12-25,0,0,Not_Canceled
15,Online,0,164.0,2,0,2018-09-28,0,1,Not_Canceled
12,Online,1,93.5,2,0,2018-11-01,0,4,Not_Canceled
47,Online,1,140.4,2,1,2018-05-21,0,1,Not_Canceled
61,Online,0,118.8,2,0,2018-04-07,0,3,Not_Canceled
39,Online,1,98.1,2,1,2018-02-15,0,4,Not_Canceled
31,Online,0,168.3,3,0,2018-04-30,0,1,Canceled
72,Online,1,93.6,2,1,2018-12-23,0,2,Not_Canceled
77,Online,1,150.45,3,2,2018-05-15,0,2,Canceled
60,Offline,1,75.0,2,2,2018-04-08,0,2,Not_Canceled
87,Offline,1,85.0,1,2,2018-09-02,0,7,Not_Canceled
122,Offline,0,94.0,2,0,2018-04-15,0,2,Not_Canceled
303,Offline,1,78.0,2,2,2018-08-19,0,3,Not_Canceled
3,Online,0,176.0,1,0,2018-05-27,0,2,Canceled
122,Online,1,76.5,2,0,2017-07-29,0,3,Not_Canceled
124,Online,0,74.8,2,2,2018-12-04,0,4,Canceled
1,Online,0,66.0,1,0,2018-01-26,0,1,Not_Canceled
116,Online,1,90.0,2,1,2018-11-03,0,3,Not_Canceled
38,Online,1,83.9,2,2,2018-03-05,0,1,Not_Canceled
2,Online,2,103.0,1,2,2018-11-13,0,0,Not_Canceled
45,Online,0,101.38,1,2,2018-11-01,0,8,Canceled
208,Online,0,77.51,2,2,2018-08-13,0,5,Canceled
9,Online,1,97.02,1,2,2018-05-29,0,0,Not_Canceled
224,Offline,1,65.0,2,1,2017-10-02,0,2,Not_Canceled
5,Online,0,79.0,2,0,2018-02-20,0,1,Not_Canceled
93,Online,2,92.51,2,1,2018-12-26,0,3,Not_Canceled
122,Online,1,121.5,2,0,2018-05-12,0,3,Not_Canceled
36,Online,1,107.3,2,1,2018-02-27,1,1,Not_Canceled
10,Online,0,72.9,1,0,2018-01-15,0,1,Not_Canceled
40,Online,1,97.2,2,1,2018-10-02,0,0,Canceled
121,Online,1,129.0,2,1,2018-05-02,0,0,Not_Canceled
97,Online,1,121.5,2,0,2018-07-12,0,2,Not_Canceled
8,Online,0,109.25,2,0,2017-10-28,0,4,Not_Canceled
0,Online,0,95.0,1,1,2018-10-17,0,0,Not_Canceled
123,Online,0,162.0,3,1,2018-09-20,0,5,Canceled
4,Online,0,104.0,1,0,2018-10-25,0,1,Not_Canceled
208,Offline,1,81.0,2,0,2018-12-27,0,1,Not_Canceled
96,Online,1,162.9,2,1,2018-10-28,0,2,Canceled
130,Online,2,139.5,2,0,2018-09-29,0,3,Not_Canceled
151,Offline,0,72.25,2,1,2018-08-05,0,2,Not_Canceled
10,Online,1,120.35,2,1,2018-05-29,0,0,Not_Canceled
36,Online,0,67.5,2,0,2018-02-13,0,1,Canceled
4,Online,0,65.0,1,1,2017-08-31,0,0,Not_Canceled
0,Online,0,147.5,2,1,2017-09-05,0,1,Not_Canceled
301,Offline,0,90.0,1,1,2018-07-30,0,1,Not_Canceled
94,Online,1,125.1,2,0,2018-04-28,0,2,Not_Canceled
0,Online,0,73.64,2,1,2017-12-05,0,1,Not_Canceled
117,Online,1,145.8,2,1,2018-09-16,0,2,Canceled
37,Online,0,88.0,2,0,2018-12-08,0,3,Canceled
203,Online,0,96.3,2,0,2018-08-09,0,3,Canceled
38,Online,0,81.0,1,2,2018-06-19,0,1,Canceled
0,Online,0,98.33,2,0,2018-02-04,0,3,Not_Canceled
8,Online,0,124.0,2,1,2018-03-11,0,2,Canceled
5,Online,1,89.3,2,0,2018-01-15,0,1,Not_Canceled
22,Offline,0,75.0,2,0,2017-10-20,0,4,Not_Canceled
14,Online,1,114.0,1,0,2017-09-15,0,3,Not_Canceled
138,Online,1,130.5,2,0,2018-07-14,0,2,Not_Canceled
13,Online,0,170.0,1,0,2018-11-08,0,2,Not_Canceled
36,Offline,0,71.0,1,0,2018-01-19,0,2,Not_Canceled
359,Offline,1,39.0,2,2,2018-10-14,0,3,Not_Canceled
225,Online,0,106.25,2,1,2018-10-17,0,4,Canceled
77,Online,0,109.8,2,0,2018-03-25,0,2,Not_Canceled
88,Offline,1,117.0,2,0,2018-05-03,0,3,Not_Canceled
27,Online,0,120.9,2,2,2017-09-18,0,2,Canceled
47,Online,1,114.33,2,0,2018-04-12,0,4,Not_Canceled
1,Online,2,81.0,2,0,2017-08-07,0,1,Not_Canceled
39,Offline,0,109.0,2,0,2017-08-14,0,2,Not_Canceled
176,Online,0,143.1,2,0,2018-09-15,0,3,Canceled
305,Online,0,89.0,2,1,2018-11-04,0,2,Canceled
233,Online,0,100.3,2,1,2018-06-23,0,3,Canceled
152,Offline,1,62.0,2,2,2018-02-20,0,1,Not_Canceled
205,Online,1,90.95,1,2,2018-07-05,0,8,Canceled
113,Online,0,100.0,1,0,2018-05-31,0,3,Canceled
57,Offline,0,91.0,1,0,2018-09-16,0,2,Not_Canceled
12,Online,1,121.0,2,0,2018-06-08,0,2,Canceled
6,Online,1,97.02,1,2,2017-10-11,0,1,Not_Canceled
11,Online,0,143.2,2,0,2018-09-29,0,1,Not_Canceled
66,Online,0,120.6,2,0,2018-08-31,0,4,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
71,Online,1,105.83,2,0,2018-04-06,0,4,Not_Canceled
10,Online,0,128.86,2,2,2018-04-16,0,5,Canceled
111,Online,2,150.45,3,2,2018-06-13,0,5,Canceled
101,Online,2,85.28,2,2,2018-04-09,0,4,Not_Canceled
14,Online,1,79.0,2,0,2018-02-12,0,1,Canceled
101,Online,0,80.0,2,1,2018-04-04,0,2,Canceled
87,Offline,0,85.0,2,2,2018-05-22,0,5,Not_Canceled
173,Online,1,114.75,2,2,2018-08-13,0,2,Canceled
126,Offline,0,55.0,2,0,2018-03-24,0,3,Not_Canceled
42,Online,1,180.16,3,2,2018-03-20,0,2,Not_Canceled
275,Online,0,110.0,2,2,2018-04-17,0,0,Canceled
0,Online,0,89.0,2,1,2018-04-15,0,2,Not_Canceled
10,Online,0,79.0,2,2,2018-02-13,0,1,Canceled
18,Online,1,79.0,2,0,2018-02-24,0,4,Canceled
60,Offline,0,65.0,2,1,2017-09-21,0,1,Not_Canceled
349,Online,0,80.0,1,1,2018-10-04,0,5,Canceled
42,Online,1,74.8,2,2,2018-12-09,0,2,Not_Canceled
273,Online,0,109.0,2,0,2017-07-17,0,2,Canceled
4,Online,1,110.11,1,1,2018-09-12,0,0,Not_Canceled
7,Online,0,174.0,2,0,2018-04-21,0,3,Not_Canceled
50,Online,0,109.8,2,1,2018-08-29,0,1,Not_Canceled
51,Online,1,139.5,2,1,2018-10-08,0,1,Not_Canceled
2,Online,2,179.0,2,0,2018-08-06,1,1,Not_Canceled
6,Online,0,95.0,1,0,2018-05-31,0,2,Not_Canceled
4,Online,1,106.14,2,2,2017-08-14,0,5,Not_Canceled
443,Online,0,65.0,2,0,2018-04-29,0,1,Canceled
150,Offline,2,90.0,2,0,2018-06-16,0,3,Not_Canceled
10,Online,2,164.0,2,2,2018-09-11,0,1,Not_Canceled
131,Online,0,94.5,2,2,2017-08-15,0,1,Canceled
8,Online,0,133.0,2,0,2017-09-24,0,1,Not_Canceled
11,Online,0,75.0,2,0,2017-08-18,0,2,Canceled
48,Offline,0,75.0,2,2,2018-11-13,0,0,Not_Canceled
0,Online,1,84.7,1,0,2018-10-25,0,1,Canceled
61,Online,1,97.0,2,1,2018-11-11,1,2,Not_Canceled
88,Offline,2,96.9,3,1,2018-07-18,0,2,Not_Canceled
0,Offline,0,110.0,1,0,2018-06-08,0,2,Not_Canceled
0,Online,0,59.04,2,1,2018-08-01,0,0,Not_Canceled
122,Online,0,97.54,2,1,2018-07-25,0,2,Canceled
71,Online,2,120.15,2,2,2018-11-04,0,4,Not_Canceled
71,Online,2,146.7,3,1,2018-07-24,1,0,Not_Canceled
58,Online,1,153.85,2,1,2018-03-28,0,2,Not_Canceled
25,Online,2,111.4,2,2,2018-04-15,0,3,Not_Canceled
2,Online,1,40.0,2,0,2018-03-16,0,3,Not_Canceled
22,Online,3,139.0,2,0,2018-09-15,0,3,Not_Canceled
292,Online,0,115.0,2,0,2018-07-21,0,2,Canceled
221,Online,0,80.0,2,0,2018-08-12,0,1,Canceled
105,Online,0,117.3,1,0,2018-05-05,0,3,Canceled
129,Online,3,146.7,3,0,2018-08-17,0,1,Not_Canceled
68,Online,1,89.93,2,2,2018-04-02,0,3,Not_Canceled
1,Offline,1,80.0,2,0,2018-03-15,0,3,Not_Canceled
110,Online,0,95.0,2,2,2018-06-26,0,1,Canceled
20,Online,0,131.2,2,1,2018-09-26,0,3,Canceled
2,Online,1,104.72,1,0,2017-10-15,0,1,Not_Canceled
99,Online,0,62.37,2,2,2018-04-02,0,4,Not_Canceled
122,Online,2,76.5,2,1,2017-07-13,0,0,Canceled
135,Online,3,151.2,3,0,2018-10-13,0,2,Not_Canceled
99,Online,0,65.0,2,2,2017-10-30,0,2,Canceled
26,Online,1,118.07,2,0,2018-11-10,0,3,Not_Canceled
43,Online,1,130.0,2,0,2018-11-11,0,2,Not_Canceled
84,Online,3,118.8,2,1,2018-10-03,0,1,Not_Canceled
63,Offline,0,136.0,1,0,2018-05-17,0,3,Not_Canceled
1,Online,1,78.0,1,0,2018-12-06,0,2,Not_Canceled
25,Online,1,168.38,2,2,2018-11-06,0,4,Canceled
22,Online,1,169.0,2,0,2018-08-02,0,3,Not_Canceled
115,Online,2,107.41,2,0,2018-12-29,0,2,Not_Canceled
78,Offline,0,60.0,2,0,2017-12-10,0,3,Not_Canceled
28,Offline,0,87.0,2,1,2018-03-07,0,3,Not_Canceled
110,Online,1,109.25,2,2,2018-05-01,0,3,Not_Canceled
1,Online,0,81.19,1,0,2018-08-24,0,1,Not_Canceled
2,Online,0,66.0,1,0,2018-01-14,0,1,Not_Canceled
338,Online,0,80.0,2,1,2018-10-07,0,2,Canceled
21,Online,1,140.0,2,0,2018-08-30,0,1,Not_Canceled
146,Online,0,95.0,2,2,2018-04-24,0,0,Canceled
53,Online,0,94.5,2,1,2017-10-09,0,2,Not_Canceled
29,Online,1,104.0,2,2,2018-11-30,0,4,Not_Canceled
0,Online,0,89.0,1,0,2018-04-05,0,1,Not_Canceled
67,Offline,1,89.24,2,0,2018-03-26,0,1,Not_Canceled
161,Online,1,66.53,2,2,2018-06-28,0,7,Not_Canceled
164,Online,1,88.5,2,0,2018-07-19,0,3,Not_Canceled
166,Online,0,93.5,2,0,2017-09-16,0,4,Canceled
292,Offline,0,90.0,1,0,2018-07-21,0,2,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
109,Online,1,113.26,2,3,2018-07-11,0,5,Not_Canceled
3,Online,1,81.0,2,1,2017-08-10,0,3,Not_Canceled
164,Offline,0,100.0,1,0,2017-10-02,0,2,Not_Canceled
30,Online,1,94.5,2,2,2017-09-05,0,2,Not_Canceled
68,Online,2,132.3,2,0,2018-10-18,0,3,Not_Canceled
14,Offline,1,102.0,3,0,2018-03-10,0,3,Not_Canceled
125,Online,0,72.25,2,0,2018-07-20,0,2,Canceled
133,Offline,1,80.75,2,1,2018-04-25,0,2,Not_Canceled
110,Online,0,106.68,2,0,2018-05-03,0,4,Canceled
47,Online,1,77.35,2,1,2018-03-14,0,3,Not_Canceled
